Ad?,Company Name,Stars,Phone Number,Yelp URL,Company URL,Email
Ad,George Sotrillis EA,N/A,(718) 352-4680,http://www.yelp.com/biz/george-sotrillis-ea-bayside,http://baysideaccountingprofessional.com,,39-22 Bell Blvd,Bayside,NY,11362
Ad,"Wall & Associates, Inc.",N/A,(646) 612-7929,http://www.yelp.com/biz/wall-and-associates-inc-new-york,http://www.wallandassociates.net,,5 Penn Plaza,New York,NY,10001
Natural,"Herman Yiu, CPA",4.5,(212) 802-1428,http://yelp.com/biz/herman-yiu-cpa-new-york-2?osq=cpa,http://www.hy-cpa.com,,192 Lexington Ave2nd Fl,New York,NY,10016
Natural,Jenny TM Yu CPA,5.0,(718) 308-1510,http://yelp.com/biz/jenny-tm-yu-cpa-flushing-2?osq=cpa,,,,,,
Natural,I&U CPA,5.0,(212) 390-5005,http://yelp.com/biz/i-and-u-cpa-new-york-4?osq=cpa,https://www.iucpa.com,,112 W 34th St18th Fl,New York,NY,10120
Natural,212 Tax Services,5.0,(917) 243-9267,http://yelp.com/biz/212-tax-services-new-york?osq=cpa,http://www.212tax.com,,370 Lexington AveSte 414,New York,NY,10017
Natural,"Liebert Associates, LLC",5.0,,http://yelp.com/biz/liebert-associates-llc-new-york-2?osq=cpa,http://www.liebertassociates.com,,401 E 77th St,New York,NY,10075
Natural,Paldino Company CPA,5.0,(914) 253-6857,http://yelp.com/biz/paldino-company-cpa-mamaroneck?osq=cpa,http://www.jpalcpa.com,,154 E Boston Post Rd,Mamaroneck,NY,10543
Natural,OG Tax and Accounting Group,5.0,(718) 788-1327,http://yelp.com/biz/og-tax-and-accounting-group-brooklyn-2?osq=cpa,http://www.ogcpafirm.com/,,718 3rd Ave2nd Fl,Brooklyn,NY,11232
Natural,"Peter A Burgos, CPA PC",5.0,(718) 937-6727,http://yelp.com/biz/peter-a-burgos-cpa-pc-long-island-city?osq=cpa,http://www.pburgoscpa.com,,45-10 Ct Square3rd fl,Long Island City,NY,11101
Natural,Rayner CPA PLLC,4.0,(646) 448-8689,http://yelp.com/biz/rayner-cpa-pllc-new-york-2?osq=cpa,http://www.raynercpa.com,,31 Penn Plz132 W 31st St - Flr 15,New York,NY,10001
Natural,Noy Tax Associates,4.5,(646) 450-9297,http://yelp.com/biz/noy-tax-associates-new-york-2?osq=cpa,http://www.noytax.com,,115 E 23rd St3rd Fl,New York,NY,10010
Ad,LJD Accounting Solutions,N/A,(732) 616-3725,http://www.yelp.com/biz/ljd-accounting-solutions-freehold,http://www.ljdaccounting.com,,"",Freehold,NJ,07728
Ad,Kreditor Accounting Group CPAвЂ™s,N/A,(212) 253-5960,http://www.yelp.com/biz/kreditor-accounting-group-cpas-new-york,http://www.kreditoraccountinggroup.com,,"",New York,NY,10009
Natural,"Goodside Accounting, LLC",4.5,(201) 401-9081,http://yelp.com/biz/goodside-accounting-llc-hoboken?osq=cpa,http://www.goodsideaccounting.com,,84 Washington St2nd Fl,Hoboken,NJ,07030
Natural,CHOICE Tax Solutions,5.0,(347) 598-0111,http://yelp.com/biz/choice-tax-solutions-manhattan?osq=cpa,http://www.choice-tax.com,,65 BroadwayFl 7,Manhattan,NY,10006
Natural,Steven Zelin CPA LLC,5.0,(929) 226-2382,http://yelp.com/biz/steven-zelin-cpa-llc-new-york?osq=cpa,http://www.stevenzelin.com/,,555 8th AveSte  2203,New York,NY,10018
Natural,Goldfine Tax Accountants and Consultants,5.0,(212) 714-6655,http://yelp.com/biz/goldfine-tax-accountants-and-consultants-new-york?osq=cpa,http://www.goldfinecpa.com,,40 Exchange PlaceSte 1602,New York,NY,10005
Natural,"John Fall, CPA",5.0,(914) 630-2005,http://yelp.com/biz/john-fall-cpa-mamaroneck?osq=cpa,http://johnfallcpa.com/,,1600 Harrison AveSte 302,Mamaroneck,NY,10543
Natural,VB&T Certified Public Accountants,5.0,(212) 448-0010,http://yelp.com/biz/vb-and-t-certified-public-accountants-new-york?osq=cpa,http://www.getcpa.com,,250 W 57th StSte 1632,New York,NY,10019
Natural,Chatham Square International Accountants LLC,5.0,(212) 966-3784,http://yelp.com/biz/chatham-square-international-accountants-llc-new-york-2?osq=cpa,http://www.elmhurstcpa.com,,70 BowerySte 508,New York,NY,10013
Natural,"Vincent Tubito, Cpa",5.0,(201) 970-5720,http://yelp.com/biz/vincent-tubito-cpa-river-vale?osq=cpa,http://tubitocpa.homestead.com,,645 Westwood AveSte 206,River Vale,NJ,07675
Natural,"Gail Rosen, CPA, PC",5.0,(732) 469-4202,http://yelp.com/biz/gail-rosen-cpa-pc-martinsville?osq=cpa,http://www.gailrosencpa.com,,2032 Washington Valley Rd,Martinsville,NJ,08836
Natural,"Helene Roth, CPA",5.0,(732) 649-6475,http://yelp.com/biz/helene-roth-cpa-east-brunswick?osq=cpa,http://www.helenerothcpa.com,,"",East Brunswick,NJ,08816
Natural,"Michael Petrushansky, CPA PC",5.0,(718) 621-0803,http://yelp.com/biz/michael-petrushansky-cpa-pc-brooklyn-2?osq=cpa,http://www.nyccpafirm.com,,1400 Avenue ZSuite 507,Brooklyn,NY,11235
Natural,"Jasper Yang, CPA",5.0,(718) 888-9608,http://yelp.com/biz/jasper-yang-cpa-queens?osq=cpa,,,,,,
Natural,Medows CPA,4.5,(646) 415-8011,http://yelp.com/biz/medows-cpa-manhattan-3?osq=cpa,http://www.medowscpa.com,,517 Grand St,Manhattan,NY,10002
Natural,Refund Zoom,5.0,(347) 450-9666,http://yelp.com/biz/refund-zoom-brooklyn?osq=cpa,http://www.sites.google.com/site/refundzoom/,,320 Roebling StSte 110,Brooklyn,NY,11211
Natural,"Bowery Expatriate Tax Group, CPA",5.0,(212) 966-3772,http://yelp.com/biz/bowery-expatriate-tax-group-cpa-new-york-2?osq=cpa,http://www.expatcpany.com,,70 Bowery StSte 504,New York,NY,10013
Natural,Elmhurst Tax & Accounting,5.0,(718) 271-5168,http://yelp.com/biz/elmhurst-tax-and-accounting-elmhurst-queens?osq=cpa,http://www.elmhurstcpa.com,,83 33 Broadway3 Fl,Elmhurst Queens,NY,11373
Natural,Sand Tax & Accounting,5.0,(718) 318-8829,http://yelp.com/biz/sand-tax-and-accounting-queens-2?osq=cpa,http://www.sandcpa.com/,,438 Beach 129th St,Queens,NY,11694
Natural,"M. L. Perry, CPA",5.0,(732) 220-9700,http://yelp.com/biz/m-l-perry-cpa-somerset?osq=cpa,http://www.mlperrycpa.com,,"1075 Easton AveTower 2, Ste 3",Somerset,NJ,08873
Natural,HYTON ACCOUNTING & CONSULTING LLC,4.5,(718) 380-8838,http://yelp.com/biz/hyton-accounting-and-consulting-llc-fresh-meadows?osq=cpa,http://www.hytonllc.com,,69-21 164th StreetSuite. 7,Fresh Meadows,NY,11365
Natural,Miu & Company,4.0,(212) 966-9001,http://yelp.com/biz/miu-and-company-new-york?osq=cpa,,,,,,
Ad,"LaMonica & Felice, Inc.",N/A,(718) 852-9366,http://www.yelp.com/biz/lamonica-and-felice-inc-brooklyn-2,http://www.lamonicaandfelice.com/,,73 8th AveGround Floor,Brooklyn,NY,11215
Ad,Ed Murphy and Company,N/A,(631) 744-8180,http://www.yelp.com/biz/ed-murphy-and-company-rocky-point,http://www.ejmcompany.com,,10 Tall Tree Ln,Rocky Point,NY,11778
