Ad?,Company Name,Stars,Phone Number,Yelp URL,Company URL,Email
Natural,Jenny TM Yu CPA,5.0,(718) 308-1510,http://yelp.com/biz/jenny-tm-yu-cpa-flushing-2?osq=cpa,,,,,,
Natural,Paldino Company CPA,5.0,(914) 253-6857,http://yelp.com/biz/paldino-company-cpa-mamaroneck?osq=cpa,http://www.jpalcpa.com,,154 E Boston Post Rd,Mamaroneck,NY,10543
Natural,"Stuart J Goldberg, CPA LLC",4.5,(203) 956-0569,http://yelp.com/biz/stuart-j-goldberg-cpa-llc-westport?osq=cpa,http://www.sjgcpa.com,,251 Riverside Ave,Westport,CT,06880
Natural,"John Fall, CPA",5.0,(914) 630-2005,http://yelp.com/biz/john-fall-cpa-mamaroneck?osq=cpa,http://johnfallcpa.com/,,1600 Harrison AveSte 302,Mamaroneck,NY,10543
Natural,Barlow CPA and Co PC,4.0,(860) 232-6100,http://yelp.com/biz/barlow-cpa-and-co-pc-west-hartford?osq=cpa,http://www.barlowcpa.com,,126 Park Rd,West Hartford,CT,06119
Natural,Beers Hamerman & Co PC CPAвЂ™s,N/A,(203) 787-6527,http://yelp.com/biz/beers-hamerman-and-co-pc-cpas-new-haven?osq=cpa,http://www.bhco.com,,234 Church St,New Haven,CT,06510
Natural,Cervone Joseph CPA,5.0,(914) 328-0598,http://yelp.com/biz/cervone-joseph-cpa-white-plains?osq=cpa,,,,,,
Natural,Saranto Calamas,5.0,(631) 928-0002,http://yelp.com/biz/saranto-calamas-port-jefferson-station?osq=cpa,http://www.saranto.com,,1660 Route 112Ste A,Port Jefferson Station,NY,11776
Natural,"Herman & Company CPAвЂ™s, PC",N/A,(914) 400-0300,http://yelp.com/biz/herman-and-company-cpas-pc-white-plains?osq=cpa,http://www.hermancpa.com,,707 Westchester AveSte 302,White Plains,NY,10604
Natural,"Jasper Yang, CPA",5.0,(718) 888-9608,http://yelp.com/biz/jasper-yang-cpa-queens?osq=cpa,,,,,,
Natural,Covati & Janhsen CPAвЂ™s,5.0,(631) 928-6300,http://yelp.com/biz/covati-and-janhsen-cpas-port-jefferson?osq=cpa,,,,,,
Natural,James Castaldo C.P.A. & Associates,5.0,(631) 302-1945,http://yelp.com/biz/james-castaldo-c-p-a-and-associates-lake-grove?osq=cpa,http://accountantcompanieslakegrove.com,,6 Forest Ave,Lake Grove,NY,11755
Natural,ADF Financial Services,5.0,(203) 329-9461,http://yelp.com/biz/adf-financial-services-stamford-3?osq=cpa,http://www.adftaxes.com/,,98 Minivale Rd,Stamford,CT,06907
Natural,"Ross & Company CPA, PLLC",5.0,(631) 979-3141,http://yelp.com/biz/ross-and-company-cpa-pllc-smithtown-3?osq=cpa,http://www.rosscompanycpa.com,,5 Florence Ave,Smithtown,NY,11787
Natural,"Alfonso J Mollica, CPA PC",5.0,(516) 597-4991,http://yelp.com/biz/alfonso-j-mollica-cpa-pc-levittown?osq=cpa,http://www.ajmcpa.com,,96 Gardiners Ave,Levittown,NY,11756
Natural,Friedman Kannenberg & Company PC,5.0,(860) 677-9191,http://yelp.com/biz/friedman-kannenberg-and-company-pc-farmington?osq=cpa,http://www.fkco.com,,17 Talcott Notch RdSte 1,Farmington,CT,06032
Natural,Ling Jiang CPA PC,5.0,(718) 888-0099,http://yelp.com/biz/ling-jiang-cpa-pc-flushing?osq=cpa,,,,,,
